7.070362921020571e+119,7.070362921020571e+119,7.070362921020571e+119,0.01
2.252876059515206e+118,2.252876059515206e+118,2.252876059515206e+118,0.1
1.1668937168584115e+116,1.1668937168584115e+116,1.1668937168584115e+116,0.19
8.817837187862697e+113,8.817837187862697e+113,8.817837187862697e+113,0.27
2.2125323598081816e+111,2.2125323598081816e+111,2.2125323598081816e+111,0.35
2.225054447966607e+109,2.225054447966607e+109,2.225054447966607e+109,0.44
1.5666580960036303e+108,1.5666580960036303e+108,1.5666580960036303e+108,0.52
1.9134578938824597e+105,1.9134578938824597e+105,1.9134578938824597e+105,0.61
6.142446978402367e+102,6.142446978402367e+102,6.142446978402367e+102,0.7
4.445549747027691e+100,4.445549747027691e+100,4.445549747027691e+100,0.79
5.533836062369485e+97,5.533836062369485e+97,5.533836062369485e+97,0.87
1.3870972390797163e+96,1.3870972390797163e+96,1.3870972390797163e+96,0.96
3.4744875839702577e+93,3.4744875839702577e+93,3.4744875839702577e+93,1.05
5.033250798628811e+90,5.033250798628811e+90,5.033250798628811e+90,1.14
2.0394170914240316e+88,2.0394170914240316e+88,2.0394170914240316e+88,1.22
1.1676637827954236e+86,1.1676637827954236e+86,1.1676637827954236e+86,1.31
4.345901259985812e+83,4.345901259985812e+83,4.345901259985812e+83,1.4
2.61603642242647e+81,2.61603642242647e+81,2.61603642242647e+81,1.49
3.003708992477192e+79,3.003708992477192e+79,3.003708992477192e+79,1.58
2.465498590299854e+77,2.465498590299854e+77,2.465498590299854e+77,1.67
1.7980275693057444e+75,1.7980275693057444e+75,1.7980275693057444e+75,1.76
7.009296545225341e+72,7.009296545225341e+72,7.009296545225341e+72,1.85
7.21663506481973e+70,7.21663506481973e+70,7.21663506481973e+70,1.94
4.882835614230248e+68,4.882835614230248e+68,4.882835614230248e+68,2.03
2.4181728095946867e+66,2.4181728095946867e+66,2.4181728095946867e+66,2.13
1.3530829296954148e+64,1.3530829296954148e+64,1.3530829296954148e+64,2.22
9.616843651162749e+61,9.616843651162749e+61,9.616843651162749e+61,2.31
