                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     32,                 1.0293,                0.55395,                 1.0079,                0.99915,                      1,                  0.995,                0.76888,                 0.9057,                0.42003,                0.94381,              0.0013862,              0.0013862,              0.0013862
                     33,                 1.0131,                0.55059,                 1.0205,                0.99907,                      1,                  0.995,                0.73448,                 1.0223,                0.42561,                0.98462,              0.0013664,              0.0013664,              0.0013664
                     34,                0.99729,                0.57803,                 1.0015,                0.99741,                      1,                  0.995,                0.76584,                0.90203,                0.43679,                 0.9598,              0.0013466,              0.0013466,              0.0013466
                     35,                0.96818,                0.53009,                 1.0017,                0.99881,                      1,                  0.995,                0.76645,                0.91597,                0.42329,                0.95187,              0.0013268,              0.0013268,              0.0013268
                     36,                0.99171,                0.53965,                 1.0182,                0.99882,                      1,                  0.995,                0.75156,                0.93901,                 0.4185,                0.95515,               0.001307,               0.001307,               0.001307
                     37,                0.98024,                0.51123,                 1.0151,                0.99899,                      1,                  0.995,                0.76027,                0.91499,                0.40985,                0.94548,              0.0012872,              0.0012872,              0.0012872
                     38,                0.97874,                0.52117,                0.99332,                0.99782,                      1,                  0.995,                0.74646,                0.91778,                0.54699,                0.94245,              0.0012674,              0.0012674,              0.0012674
                     39,                 1.0319,                0.51729,                 1.0221,                0.99728,                      1,                  0.995,                 0.7547,                0.90338,                0.59622,                 0.9349,              0.0012476,              0.0012476,              0.0012476
                     40,                0.98848,                0.54459,                 1.0194,                0.99624,                      1,                  0.995,                0.72006,                 1.0293,                0.51924,                0.98938,              0.0012278,              0.0012278,              0.0012278
                     41,                0.96739,                0.53074,                0.99917,                0.99843,                      1,                  0.995,                0.77637,                0.87856,                0.44626,                0.93165,               0.001208,               0.001208,               0.001208
                     42,                0.99954,                0.50491,                 1.0011,                0.99902,                      1,                  0.995,                0.77277,                 0.8891,                0.39674,                0.94255,              0.0011882,              0.0011882,              0.0011882
                     43,                 1.0247,                 0.5088,                 1.0176,                  0.999,                      1,                  0.995,                0.78489,                0.91296,                0.38532,                0.95208,              0.0011684,              0.0011684,              0.0011684
                     44,                0.94915,                 0.4982,                0.98552,                0.99903,                      1,                  0.995,                0.77686,                0.93239,                0.37334,                0.96286,              0.0011486,              0.0011486,              0.0011486
                     45,                0.99157,                0.50494,                0.98836,                0.99859,                      1,                  0.995,                0.77437,                0.93012,                0.37526,                0.95711,              0.0011288,              0.0011288,              0.0011288
                     46,                0.95859,                0.51618,                0.99987,                0.99851,                      1,                  0.995,                0.73004,                 1.0303,                0.55037,                0.99834,               0.001109,               0.001109,               0.001109
                     47,                0.98754,                0.51124,                 0.9918,                0.99697,                      1,                  0.995,                0.73953,                 0.9322,                0.59014,                0.96634,              0.0010892,              0.0010892,              0.0010892
                     48,                0.96235,                0.48286,                0.99112,                0.99885,                      1,                  0.995,                 0.7658,                0.87074,                0.39511,                0.94665,              0.0010694,              0.0010694,              0.0010694
                     49,                0.96769,                0.50091,                   1.01,                0.99878,                      1,                  0.995,                0.77148,                0.88065,                0.38167,                0.94011,              0.0010496,              0.0010496,              0.0010496
                     50,                0.96287,                 0.4834,                0.99484,                0.99889,                      1,                  0.995,                0.78211,                0.87459,                0.37242,                0.93884,              0.0010298,              0.0010298,              0.0010298
                     51,                  0.897,                0.45886,                0.97065,                0.99907,                      1,                  0.995,                0.78754,                0.93837,                0.39692,                0.96439,                0.00101,                0.00101,                0.00101
                     52,                0.97334,                0.47853,                 1.0002,                0.99893,                      1,                  0.995,                0.77542,                0.90546,                0.38995,                0.95393,              0.0009902,              0.0009902,              0.0009902
                     53,                0.94051,                0.46644,                0.98759,                  0.999,                      1,                  0.995,                0.77549,                0.91293,                 0.3668,                0.95507,              0.0009704,              0.0009704,              0.0009704
                     54,                 1.0103,                0.48046,                 1.0167,                0.99895,                      1,                  0.995,                0.77792,                0.89556,                0.40147,                0.94906,              0.0009506,              0.0009506,              0.0009506
                     55,                 1.0042,                  0.503,                 1.0212,                 0.9988,                      1,                  0.995,                0.76546,                0.95925,                0.40524,                0.97121,              0.0009308,              0.0009308,              0.0009308
                     56,                0.92249,                 0.4675,                0.99312,                0.99434,                      1,                  0.995,                0.76793,                0.90872,                0.40798,                0.94419,               0.000911,               0.000911,               0.000911
                     57,                0.94757,                0.47031,                 0.9796,                0.99894,                      1,                  0.995,                 0.7849,                0.85749,                0.36899,                0.92595,              0.0008912,              0.0008912,              0.0008912
                     58,                0.98076,                0.46396,                  1.007,                0.99898,                      1,                  0.995,                0.79464,                0.86971,                0.38073,                0.94218,              0.0008714,              0.0008714,              0.0008714
                     59,                0.91556,                0.44878,                0.97253,                0.99901,                      1,                  0.995,                 0.7975,                0.86724,                0.36479,                0.93564,              0.0008516,              0.0008516,              0.0008516
                     60,                0.93084,                0.45282,                0.99283,                0.99908,                      1,                  0.995,                0.78166,                0.86552,                0.37014,                0.93458,              0.0008318,              0.0008318,              0.0008318
                     61,                0.94551,                0.45704,                 0.9753,                0.99861,                      1,                  0.995,                0.76011,                0.93085,                0.40134,                0.95649,               0.000812,               0.000812,               0.000812
                     62,                0.94562,                0.45761,                 1.0001,                0.99866,                      1,                  0.995,                0.75753,                0.95235,                0.38827,                0.96763,              0.0007922,              0.0007922,              0.0007922
                     63,                0.94736,                0.45094,                 0.9898,                0.99849,                      1,                  0.995,                0.77474,                0.94752,                0.38402,                0.96992,              0.0007724,              0.0007724,              0.0007724
                     64,                0.91989,                0.43602,                 0.9831,                0.99838,                      1,                  0.995,                0.79017,                0.88832,                 0.3691,                0.94524,              0.0007526,              0.0007526,              0.0007526
                     65,                0.93566,                0.45189,                0.98187,                0.99797,                      1,                  0.995,                0.78336,                0.89096,                0.37797,                0.94967,              0.0007328,              0.0007328,              0.0007328
                     66,                0.86806,                0.44297,                0.96741,                0.99771,                      1,                  0.995,                0.77438,                0.90937,                0.38983,                0.95385,               0.000713,               0.000713,               0.000713
                     67,                0.93794,                0.44855,                 1.0027,                0.99865,                      1,                  0.995,                 0.7905,                0.87803,                0.38712,                0.94879,              0.0006932,              0.0006932,              0.0006932
                     68,                0.92678,                0.46457,                0.97026,                0.99861,                      1,                  0.995,                0.78255,                0.88609,                0.40072,                0.96209,              0.0006734,              0.0006734,              0.0006734
                     69,                0.90195,                0.45114,                0.98798,                0.99834,                      1,                  0.995,                0.77579,                0.89693,                0.38052,                0.95956,              0.0006536,              0.0006536,              0.0006536
                     70,                0.88983,                0.42811,                0.97099,                0.99779,                      1,                  0.995,                0.79516,                0.88852,                0.36098,                0.95133,              0.0006338,              0.0006338,              0.0006338
                     71,                0.92909,                0.43866,                0.98333,                0.99716,                      1,                  0.995,                0.78792,                0.87724,                0.35925,                0.94194,               0.000614,               0.000614,               0.000614
                     72,                0.88048,                0.42157,                 0.9534,                0.99885,                      1,                  0.995,                0.79196,                0.90031,                  0.354,                0.94522,              0.0005942,              0.0005942,              0.0005942
                     73,                0.92329,                0.44074,                0.97979,                 0.9987,                      1,                  0.995,                0.78734,                0.88899,                0.33997,                0.94137,              0.0005744,              0.0005744,              0.0005744
                     74,                0.87688,                0.43083,                0.94636,                0.99856,                      1,                  0.995,                0.77469,                0.90691,                0.36157,                0.95743,              0.0005546,              0.0005546,              0.0005546
                     75,                0.92864,                 0.4573,                0.99359,                0.99859,                      1,                  0.995,                0.78058,                 0.8897,                0.35495,                0.95368,              0.0005348,              0.0005348,              0.0005348
                     76,                0.94954,                0.43673,                0.99386,                 0.9985,                      1,                  0.995,                0.78148,                0.89213,                0.36228,                0.95066,               0.000515,               0.000515,               0.000515
                     77,                0.88619,                0.39962,                0.97624,                0.99879,                      1,                  0.995,                0.78905,                0.89728,                0.36052,                0.95903,              0.0004952,              0.0004952,              0.0004952
                     78,                0.88906,                0.41544,                0.97778,                0.99912,                      1,                  0.995,                0.78688,                0.88084,                0.34632,                0.95139,              0.0004754,              0.0004754,              0.0004754
                     79,                0.89518,                0.42255,                0.96297,                0.99914,                      1,                  0.995,                0.78884,                0.88671,                0.34795,                0.94356,              0.0004556,              0.0004556,              0.0004556
                     80,                0.88615,                0.41229,                0.96414,                0.99914,                      1,                  0.995,                0.78168,                 0.9047,                0.35024,                0.94601,              0.0004358,              0.0004358,              0.0004358
                     81,                0.89132,                0.41057,                0.96843,                0.99914,                      1,                  0.995,                0.79307,                0.87729,                 0.3378,                0.93779,               0.000416,               0.000416,               0.000416
                     82,                0.84024,                0.39401,                 0.9534,                0.99914,                      1,                  0.995,                 0.7809,                 0.9127,                0.34227,                0.95679,              0.0003962,              0.0003962,              0.0003962
                     83,                0.90558,                0.41541,                0.97324,                0.99913,                      1,                  0.995,                0.78105,                0.90707,                0.34662,                0.95755,              0.0003764,              0.0003764,              0.0003764
                     84,                0.85359,                 0.3985,                0.95507,                0.99905,                      1,                  0.995,                0.79157,                0.89367,                0.34025,                0.94803,              0.0003566,              0.0003566,              0.0003566
                     85,                0.85433,                0.39265,                0.93865,                0.99908,                      1,                  0.995,                0.79155,                0.85426,                0.32281,                0.94235,              0.0003368,              0.0003368,              0.0003368
                     86,                0.88867,                0.40305,                0.97701,                0.99913,                      1,                  0.995,                0.78939,                0.86589,                0.32857,                0.94307,               0.000317,               0.000317,               0.000317
                     87,                0.89563,                0.39798,                0.97469,                0.99914,                      1,                  0.995,                0.78562,                0.85877,                0.33429,                 0.9369,              0.0002972,              0.0002972,              0.0002972
                     88,                0.87364,                0.40171,                0.97445,                0.99912,                      1,                  0.995,                0.78959,                0.85858,                0.33475,                0.94131,              0.0002774,              0.0002774,              0.0002774
                     89,                0.90941,                0.41763,                0.98039,                  0.999,                      1,                  0.995,                0.79789,                0.87601,                0.32949,                0.94659,              0.0002576,              0.0002576,              0.0002576
                     90,                0.87462,                0.39185,                0.95702,                0.99881,                      1,                  0.995,                0.79355,                0.87977,                0.33911,                0.94665,              0.0002378,              0.0002378,              0.0002378
                     91,                0.85042,                0.35007,                0.95044,                0.99887,                      1,                  0.995,                0.78665,                0.87573,                0.33224,                0.94256,               0.000218,               0.000218,               0.000218
                     92,                0.81342,                0.34303,                0.93775,                0.99896,                      1,                  0.995,                 0.7898,                0.87013,                0.32462,                0.93931,              0.0001982,              0.0001982,              0.0001982
                     93,                0.81192,                  0.346,                0.92975,                0.99905,                      1,                  0.995,                0.79399,                0.87158,                0.32965,                0.93799,              0.0001784,              0.0001784,              0.0001784
                     94,                0.81726,                0.34122,                0.94994,                0.99906,                      1,                  0.995,                0.80473,                0.86754,                0.33287,                   0.94,              0.0001586,              0.0001586,              0.0001586
                     95,                0.79579,                 0.3339,                0.92568,                0.99912,                      1,                  0.995,                 0.7977,                0.86957,                  0.337,                0.93979,              0.0001388,              0.0001388,              0.0001388
                     96,                0.79312,                0.33579,                 0.9291,                0.99915,                      1,                  0.995,                0.80778,                0.86461,                0.33142,                 0.9374,               0.000119,               0.000119,               0.000119
                     97,                0.81584,                0.33388,                0.92607,                0.99915,                      1,                  0.995,                0.79829,                0.86631,                0.32923,                0.93814,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                0.80126,                0.33322,                0.92098,                0.99915,                      1,                  0.995,                0.80179,                 0.8695,                0.33146,                0.93904,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                0.80005,                0.33401,                0.92728,                0.99915,                      1,                  0.995,                0.80485,                0.86836,                0.32996,                 0.9404,               5.96e-05,               5.96e-05,               5.96e-05
                    100,                0.79906,                0.32452,                0.93449,                0.99916,                      1,                  0.995,                0.79889,                0.87205,                0.32395,                0.94164,               3.98e-05,               3.98e-05,               3.98e-05
