                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.8991,                 4.1056,                 1.3186,                0.00333,                      1,                0.84438,                0.35633,                 1.4945,                 4.1012,                 1.0374,                 0.0003,                 0.0003,                 0.0003
                      2,                 1.3025,                 1.9867,                 1.1223,                0.00333,                      1,                0.30915,                0.06673,                 1.2141,                 3.9647,                 1.0146,             0.00061386,             0.00061386,             0.00061386
                      3,                 1.3005,                  1.767,                 1.1134,                0.00333,                      1,                0.41885,                0.23248,                 1.1216,                  3.631,                0.99208,             0.00092139,             0.00092139,             0.00092139
                      4,                 1.2572,                  1.561,                 1.0917,                      1,                0.41426,                0.61673,                0.45304,                 1.0324,                 3.2946,                 1.0524,              0.0012226,              0.0012226,              0.0012226
