16.0,0.01
16.0,0.15
16.0,0.23
16.0,0.32
16.0,0.41
16.0,0.5
16.0,0.59
16.0,0.69
16.0,0.78
16.0,0.87
16.0,0.96
16.0,1.05
16.0,1.14
16.0,1.24
16.0,1.33
16.0,1.42
16.0,1.51
16.0,1.6
16.0,1.69
16.0,1.79
16.000000000000004,1.88
16.000000000005482,1.97
16.00000000367274,2.06
16.00000117603312,2.16
16.000142900132808,2.25
16.008280736467164,2.34
16.20490610783026,2.43
18.22218489634977,2.52
26.88742016171674,2.61
45.31502887862437,2.71
71.5423086665235,2.79
104.67552860481328,2.88
115.68940920362608,2.97
126.8326684004188,3.06
137.6301114363407,3.15
147.6349826385412,3.24
156.63580644129354,3.33
164.7687678632235,3.42
172.08991331984205,3.52
179.9254602365139,3.61
186.81684608841186,3.69
192.92765592472279,3.79
198.30036965420192,3.88
202.98067344989892,3.97
207.14148106298626,4.05
210.7562902974575,4.15
213.93569082265182,4.24
216.74542651054693,4.33
219.18325489102656,4.42
221.34054247018582,4.51
223.25568428445115,4.6
224.9327952852601,4.69
226.40168516879842,4.78
226.10687267082622,4.87
226.42659771181502,4.95
226.59276836720528,5.06
226.3670254599028,5.15
226.22574556258272,5.23
226.39073533867213,5.32
226.49927785115366,5.41
226.43813245808124,5.5
226.30136561850713,5.59
226.3434762613713,5.68
226.47165064407346,5.77
226.56184886106846,5.86
226.27240881598811,5.95
225.99006403530177,6.06
226.95015662853478,6.17
226.68603528048715,6.25
226.36554569650892,6.34
226.29921981840496,6.43
226.46920168075903,6.52
226.4187939412943,6.61
226.23938704001017,6.7
226.04794235805582,6.79
226.73062709825965,6.89
226.64705524101646,6.98
226.5127586456838,7.07
226.30381985625968,7.15
226.43230021465297,7.24
226.52055401091994,7.33
226.42569856736787,7.42
226.40260545995213,7.51
226.2861108591875,7.6
226.21387014681386,7.69
226.5143787856816,7.77
226.5021842746264,7.86
226.30581346789955,7.95
226.03136324338382,8.04
226.72908127309302,8.13
226.68291323061192,8.22
226.3613619618101,8.31
226.3664543882299,8.4
226.43769401054553,8.49
226.45879224325088,8.57
226.2396754623744,8.66
226.03576897216786,8.75
226.40231219155078,8.84
226.54875607642433,8.93
226.3501736834546,9.02
226.4440126464609,9.11
226.49217528030738,9.19
226.39353156786282,9.28
226.41773110978642,9.37
226.35788423311476,9.47
226.32451631803983,9.56
226.4951241836146,9.64
226.398864399746,9.73
226.15351496907343,9.83
226.25241702974375,9.91
226.53646812469685,10.01
226.53143015013558,10.1
226.511644094684,10.19
226.29967880571846,10.29
226.01484333740638,10.38
227.25280615876267,10.47
226.91773419760452,10.56
226.57651480341798,10.64
226.26534084689013,10.73
225.9847933054536,10.82
226.87225131389204,10.91
226.7367031809435,11.0
226.4521078087602,11.11
226.37081528186093,11.2
226.4232835768218,11.29
226.29761560476288,11.38
226.0344328817362,11.48
226.64035931633398,11.57
226.65025214795583,11.66
226.35520571465253,11.75
226.0766766360757,11.83
226.65096866665945,11.92
226.6743955617631,12.01
226.35761606711253,12.1
226.16280927543886,12.19
226.24343407375724,12.28
226.44506784502371,12.37
226.48753115467275,12.46
226.36399870467005,12.55
226.20002670587667,12.64
226.35989509658495,12.73
