0.0,0.0,0.0,0.0,0.03
0.0,0.0,0.0,0.0,0.14
0.0,0.0,0.0,0.0,0.25
0.0,0.0,0.0,0.0,0.35
0.0,0.0,0.0,0.0,0.44
0.0,0.0,0.0,0.0,0.55
0.0,0.0,0.0,0.0,0.64
0.0,0.0,0.0,0.0,0.74
1.0,0.0,0.0,0.0,0.84
1.0,0.0,0.0,0.0,0.93
1.0,0.0,0.0,0.0,1.04
1.0,0.0,0.0,0.0,1.15
1.0,0.0,0.0,0.0,1.27
1.0,0.0,0.0,0.0,1.37
1.0,0.0,0.0,0.0,1.47
1.0,0.0,0.0,0.0,1.57
1.0,0.0,0.0,0.0,1.67
1.0,0.0,0.0,0.0,1.77
1.0,0.0,0.0,0.0,1.87
1.0,0.0,0.0,0.0,1.96
1.0,0.0,0.0,0.0,2.06
1.0,0.0,0.0,0.0,2.16
1.0,0.0,0.0,0.0,2.26
1.0,0.0,0.0,0.0,2.36
1.0,0.0,0.0,0.0,2.46
1.0,0.0,0.0,0.0,2.56
1.0,0.0,0.0,0.0,2.67
1.0,0.0,0.0,0.0,2.76
1.0,0.0,0.0,0.0,2.86
1.0,0.0,0.0,0.0,2.95
1.0,0.0,0.0,0.0,3.05
1.0,0.0,0.0,0.0,3.15
1.0,0.0,0.0,0.0,3.25
1.0,0.0,0.0,0.0,3.35
1.0,0.0,0.0,0.0,3.45
1.0,0.0,0.0,0.0,3.54
1.0,0.0,0.0,0.0,3.64
1.0,0.0,0.0,0.0,3.74
1.0,0.0,0.0,0.0,3.9
1.0,0.0,0.0,0.0,4.0
1.0,0.0,0.0,0.0,4.1
1.0,0.0,0.0,0.0,4.2
1.0,0.0,0.0,0.0,4.31
1.0,0.0,0.0,0.0,4.44
1.0,0.0,0.0,0.0,4.53
1.0,0.0,0.0,0.0,4.63
1.0,0.0,0.0,0.0,4.73
1.0,0.0,0.0,0.0,4.82
1.0,0.0,0.0,0.0,4.93
1.0,0.0,0.0,0.0,5.03
1.0,0.0,0.0,0.0,5.12
1.0,0.0,0.0,0.0,5.22
1.0,0.0,0.0,0.0,5.33
1.0,0.0,0.0,0.0,5.45
1.0,0.0,0.0,0.0,5.55
1.0,0.0,0.0,0.0,5.64
1.0,0.0,0.0,0.0,5.74
1.0,0.0,0.0,0.0,5.84
1.0,0.0,0.0,0.0,5.93
1.0,0.0,0.0,0.0,6.02
1.0,0.0,0.0,0.0,6.12
1.0,0.0,0.0,0.0,6.22
1.0,0.0,0.0,0.0,6.33
1.0,0.0,0.0,0.0,6.43
1.0,0.0,0.0,0.0,6.53
1.0,0.0,0.0,0.0,6.63
1.0,0.0,0.0,0.0,6.73
1.0,0.0,0.0,0.0,6.83
1.0,0.0,0.0,0.0,6.92
1.0,0.0,0.0,0.0,7.02
1.0,0.0,0.0,0.0,7.13
1.0,0.0,0.0,0.0,7.22
1.0,0.0,0.0,0.0,7.34
1.0,0.0,0.0,0.0,7.44
1.0,0.0,0.0,0.0,7.54
1.0,0.0,0.0,0.0,7.64
1.0,0.0,0.0,0.0,7.73
1.0,0.0,0.0,0.0,7.83
1.0,0.0,0.0,0.0,7.93
1.0,0.0,0.0,0.0,8.03
1.0,0.0,0.0,0.0,8.12
1.0,0.0,0.0,0.0,8.24
1.0,0.0,0.0,0.0,8.34
1.0,0.0,0.0,0.0,8.44
1.0,0.0,0.0,0.0,8.54
1.0,0.0,0.0,0.0,8.64
1.0,0.0,0.0,0.0,8.74
1.0,0.0,0.0,0.0,8.84
1.0,0.0,0.0,0.0,8.93
1.0,0.0,0.0,0.0,9.04
1.0,0.0,0.0,0.0,9.15
1.0,0.0,0.0,0.0,9.25
1.0,0.0,0.0,0.0,9.37
1.0,0.0,0.0,0.0,9.47
1.0,0.0,0.0,0.0,9.56
1.0,0.0,0.0,0.0,9.66
1.0,0.0,0.0,0.0,9.76
1.0,0.0,0.0,0.0,9.85
1.0,0.0,0.0,0.0,9.95
1.0,0.0,0.0,0.0,10.05
1.0,0.0,0.0,0.0,10.15
1.0,0.0,0.0,0.0,10.24
1.0,0.0,0.0,0.0,10.34
1.0,0.0,0.0,0.0,10.43
1.0,0.0,0.0,0.0,10.53
1.0,0.0,0.0,0.0,10.62
1.0,0.0,0.0,0.0,10.72
1.0,0.0,0.0,0.0,10.82
1.0,0.0,0.0,0.0,10.92
1.0,0.0,0.0,0.0,11.02
1.0,0.0,0.0,0.0,11.11
1.0,0.0,0.0,0.0,11.21
1.0,0.0,0.0,0.0,11.31
1.0,0.0,0.0,0.0,11.41
1.0,0.0,0.0,0.0,11.51
1.0,0.0,0.0,0.0,11.6
1.0,0.0,0.0,0.0,11.7
1.0,0.0,0.0,0.0,11.8
1.0,0.0,0.0,0.0,11.89
1.0,0.0,0.0,0.0,11.98
1.0,0.0,0.0,0.0,12.08
1.0,0.0,0.0,0.0,12.19
1.0,0.0,0.0,0.0,12.29
1.0,0.0,0.0,0.0,12.39
1.0,0.0,0.0,0.0,12.48
1.0,0.0,0.0,0.0,12.58
1.0,0.0,0.0,0.0,12.68
1.0,0.0,0.0,0.0,12.78
1.0,0.0,0.0,0.0,12.87
1.0,0.0,0.0,0.0,12.97
1.0,0.0,0.0,0.0,13.07
1.0,0.0,0.0,0.0,13.17
1.0,0.0,0.0,0.0,13.26
1.0,0.0,0.0,0.0,13.36
1.0,0.0,0.0,0.0,13.48
1.0,0.0,0.0,0.0,13.59
1.0,0.0,0.0,0.0,13.68
1.0,0.0,0.0,0.0,13.79
1.0,0.0,0.0,0.0,13.88
1.0,0.0,0.0,0.0,13.98
1.0,0.0,0.0,0.0,14.09
1.0,0.0,0.0,0.0,14.22
1.0,0.0,0.0,0.0,14.33
1.0,0.0,0.0,0.0,14.43
1.0,0.0,0.0,0.0,14.52
1.0,0.0,0.0,0.0,14.63
1.0,0.0,0.0,0.0,14.75
1.0,0.0,0.0,0.0,14.85
1.0,0.0,0.0,0.0,14.96
1.0,0.0,0.0,0.0,15.07
1.0,0.0,0.0,0.0,15.17
1.0,0.0,0.0,0.0,15.28
1.0,0.0,0.0,0.0,15.38
1.0,0.0,0.0,0.0,15.47
1.0,0.0,0.0,0.0,15.57
1.0,0.0,0.0,0.0,15.67
1.0,0.0,0.0,0.0,15.77
1.0,0.0,0.0,0.0,15.88
1.0,0.0,0.0,0.0,15.97
1.0,0.0,0.0,0.0,16.07
1.0,0.0,0.0,0.0,16.17
1.0,0.0,0.0,0.0,16.27
1.0,0.0,0.0,0.0,16.37
1.0,0.0,0.0,0.0,16.46
1.0,0.0,0.0,0.0,16.56
1.0,0.0,0.0,0.0,16.66
1.0,0.0,0.0,0.0,16.77
1.0,0.0,0.0,0.0,16.86
1.0,0.0,0.0,0.0,16.98
1.0,0.0,0.0,0.0,17.08
1.0,0.0,0.0,0.0,17.2
1.0,0.0,0.0,0.0,17.3
1.0,0.0,0.0,0.0,17.4
1.0,0.0,0.0,0.0,17.5
1.0,0.0,0.0,0.0,17.61
1.0,0.0,0.0,0.0,17.71
1.0,0.0,0.0,0.0,17.8
1.0,0.0,0.0,0.0,17.94
1.0,0.0,0.0,0.0,18.04
1.0,0.0,0.0,0.0,18.14
1.0,0.0,0.0,0.0,18.23
