16.0,0.04
16.0,0.18
16.0,0.29
16.0,0.4
16.0,0.5
16.0,0.61
16.0,0.71
16.00000000000002,0.82
16.000000000050687,0.93
16.000000031127744,1.04
16.000007365920634,1.14
16.000743811176328,1.25
16.032865974389413,1.36
16.632404748182438,1.49
21.348518097993885,1.6
37.39953405035277,1.72
63.977633848707654,1.83
92.20589664029373,1.94
121.14625610596768,2.05
131.52140383554624,2.16
141.4742589160351,2.28
150.8909816689218,2.41
159.85662025671115,2.52
168.26542663946307,2.62
176.05515294633653,2.73
183.58513310906676,2.84
190.40513553749193,2.95
196.27790717303003,3.06
201.10625173086277,3.17
204.82359757371057,3.3
208.29855497574388,3.4
16.0,0.04
16.0,0.19
16.0,0.31
16.0,0.42
16.0,0.54
16.000001506153314,0.65
16.090554514871318,0.77
18.952406415181393,0.9
29.789227930362394,1.01
49.284003607574164,1.13
68.28998825165735,1.25
81.1995213911834,1.36
83.24274815444,1.48
85.02628563790176,1.59
86.47385400430834,1.71
87.58575338037933,1.83
88.44827692618956,1.94
89.52769023122723,2.06
90.40286092670124,2.18
91.12458570700196,2.29
91.70647099564226,2.41
92.1447935817591,2.53
92.45826916202273,2.65
92.64482991338171,2.77
92.72601369354565,2.9
92.76690151714641,3.02
92.76597490985245,3.13
92.75702710321627,3.25
92.74791640647403,3.37
92.7743768198605,3.48
92.81235356984922,3.6
92.86290268811798,3.72
92.9153057616144,3.85
92.95177169687773,3.99
92.97494893912376,4.11
92.9825738224834,4.23
92.98568503497685,4.34
92.99269832764068,4.46
92.99098657468608,4.57
92.98717303501056,4.69
92.97960893641883,4.81
92.98052722579683,4.92
92.98098555885512,5.04
92.97698815144538,5.15
92.97345693044055,5.27
92.96709106216446,5.38
92.96343698948222,5.49
92.96366868975633,5.61
92.961887318795,5.72
92.9628398521688,5.83
92.959995797722,5.95
92.95706359902613,6.06
92.95510280585509,6.19
92.95455933189822,6.31
92.95164925095136,6.42
92.95233496434781,6.55
92.95466109149554,6.67
92.9611508879577,6.79
92.96281830595673,6.91
92.95992909482523,7.02
92.96142500930358,7.13
92.96338291034434,7.25
92.96341499071774,7.38
92.96647963208636,7.49
92.97107787114098,7.61
92.9692564738287,7.72
92.96257056238647,7.84
92.9631425497522,7.95
92.96450582110286,8.07
92.96462763677465,8.18
92.96665807795428,8.31
92.9672493358728,8.43
92.9656239247511,8.54
92.97185031401806,8.66
92.97414857132426,8.77
92.9772329355804,8.89
92.98042342153468,9.01
92.98107368450698,9.12
92.9804847398208,9.23
92.98026170937318,9.35
92.979779485032,9.46
92.97960381162328,9.6
92.98257382188257,9.71
92.98232886348792,9.83
92.98208546845973,9.94
92.97827745356997,10.05
92.97620547297015,10.16
92.97590825562459,10.28
92.97571113769683,10.39
